label,waypoint,x,y,z,laps,frames,fps_avg,fps_median,fps_1pct_low,frame_ms_avg,frame_ms_1pct_low,spread_pct,spread_1pct_pct,managed_mb,rss_mb,settled_after_s,settle_timeouts
assist-tail-attribution-2026-08-18,saturated-assist,512020,190,512010,1,13467,448.9,447.6,288.7,2.23,3.46,0.0,0.0,1613,3828,45.0,0
