label,waypoint,x,y,z,laps,frames,fps_avg,fps_median,fps_1pct_low,frame_ms_avg,frame_ms_1pct_low,spread_pct,spread_1pct_pct,managed_mb,rss_mb,settled_after_s,settle_timeouts
warm-cache-join-validation,warm-cache-join,512020,190,512010,1,6570,438.0,438.9,270.1,2.28,3.70,0.0,0.0,2046,3918,45.0,0
