label,waypoint,x,y,z,laps,frames,fps_avg,fps_median,fps_1pct_low,frame_ms_avg,frame_ms_1pct_low,spread_pct,spread_1pct_pct,managed_mb,rss_mb,settled_after_s,settle_timeouts
mip-soak-warm-2026-08-18,east-capture-frontier,512020,230,512010,1,60149,501.2,510.1,231.1,2.00,4.33,0.0,0.0,1880,4056,39.0,0
